code,name,vaccine,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980
AFG,Afghanistan,DTP3,98,95,90,87,82,66,63,64,63,58,58,50,41,36,33,24,27,27,28,31,,12,18,,23,25,33,35,25,11,15,16,,5,3,4
ALB,Albania,DTP3,,99,99,99,99,99,98,99,98,97,98,97,97,98,97,97,97,96,99,98,97,99,96,94,78,94,94,96,96,96,96,95,95,,94,
DZA,Algeria,DTP3,95,95,95,95,95,95,95,93,95,95,88,86,87,86,89,,83,80,79,77,83,75,73,78,82,58,81,,66,,,,,,33,
AND,Andorra,DTP3,97,97,96,99,99,99,99,99,96,93,98,99,99,97,96,98,90,89,90,90,,,,,,,,,,,,,,,,
AGO,Angola,DTP3,80,80,93,91,86,91,73,81,83,44,47,59,46,47,41,31,22,45,41,28,42,27,30,21,26,24,18,12,10,10,8,,6,,,
ATG,Antigua and Barbuda,DTP3,99,99,99,98,99,98,99,99,99,99,99,97,99,98,97,95,99,99,99,99,99,99,99,99,94,99,99,98,97,96,99,94,99,79,79,54
ARG,Argentina,DTP3,94,94,94,91,91,94,94,93,91,91,98,98,96,93,83,83,86,84,88,83,85,82,81,81,80,87,80,80,75,67,66,62,61,58,49,44
ARM,Armenia,DTP3,94,93,95,95,95,94,93,89,88,87,90,91,94,94,94,93,91,82,88,86,98,86,85,85,83,81,,,,,,,,,,
AUS,Australia,DTP3,93,92,91,92,92,92,92,92,92,92,92,92,93,92,92,90,88,82,77,86,86,,,,,95,93,,,,,,55,,,33
AUT,Austria,DTP3,,98,,,,,83,83,85,83,86,83,84,83,84,81,74,,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,
AZE,Azerbaijan,DTP3,96,94,93,93,95,93,94,95,95,95,93,96,97,97,98,98,99,97,95,99,99,94,91,83,89,84,,,,,,,,,,
BHS,Bahamas (the),DTP3,95,96,97,98,98,99,96,93,95,95,93,93,92,94,99,99,82,89,86,85,87,91,91,92,92,87,86,85,77,95,86,69,65,69,55,36
BHR,Bahrain,DTP3,98,98,99,99,99,99,98,97,97,98,98,98,97,98,99,97,97,98,98,96,95,96,94,94,99,94,96,96,88,80,64,83,,65,59,92
BGD,Bangladesh,DTP3,93,93,92,90,90,89,87,87,87,84,78,96,72,69,65,68,66,78,98,97,91,94,90,98,87,69,49,16,9,4,2,1,1,1,1,
BRB,Barbados,DTP3,97,94,91,87,91,86,93,85,93,84,92,93,89,87,84,93,87,93,96,85,93,90,86,90,82,91,78,76,79,79,83,83,69,62,58,60
BLR,Belarus,DTP3,99,97,98,98,99,98,97,97,95,99,99,99,86,99,99,99,99,99,98,98,96,92,91,90,89,85,90,,,,,,,,,
BEL,Belgium,DTP3,99,99,99,99,98,98,98,99,98,98,97,95,95,95,95,95,,79,62,95,94,96,97,95,92,93,94,80,95,95,,95,95,95,95,
BLZ,Belize,DTP3,94,95,95,98,95,96,97,94,96,98,96,97,96,89,96,91,87,87,86,85,83,88,85,74,82,91,79,61,85,82,58,53,59,61,44,47
BEN,Benin,DTP3,82,90,93,85,99,98,98,93,97,93,93,83,88,93,84,88,90,81,78,80,89,86,77,79,68,78,48,30,25,17,17,,,,,
BTN,Bhutan,DTP3,99,99,97,97,95,95,96,96,95,95,95,89,95,86,88,92,88,86,87,87,87,86,75,72,95,84,76,75,63,53,52,53,16,10,13,6
BOL,Bolivia (Plurinational State of),DTP3,89,85,80,80,82,80,85,83,82,83,85,84,99,99,91,89,87,76,78,82,88,81,81,77,58,41,39,39,24,29,33,6,10,12,13,11
BIH,Bosnia and Herzegovina,DTP3,82,86,,92,88,89,90,91,95,87,93,84,87,80,91,85,90,89,79,,55,82,38,58,85,,,,,,,,,,,
BWA,Botswana,DTP3,80,94,79,99,99,95,97,94,98,99,99,89,93,87,74,85,85,82,76,83,80,78,57,59,53,56,55,50,48,65,68,79,71,74,66,
BRA,Brazil,DTP3,96,93,97,95,99,99,99,99,99,99,99,99,99,99,98,98,94,93,79,77,81,74,75,71,78,66,56,58,58,58,66,68,60,56,47,37
BRN,Brunei Darussalam,DTP3,99,99,99,90,97,95,99,98,99,99,99,92,92,94,99,99,92,97,99,,,,99,96,,99,,89,85,86,88,96,85,99,,89
BGR,Bulgaria,DTP3,91,88,95,95,95,94,94,95,95,95,96,95,96,93,94,93,96,95,94,95,96,93,98,98,99,99,99,99,99,99,99,99,99,99,99,98
BFA,Burkina Faso,DTP3,91,91,88,90,91,91,99,99,99,95,96,88,84,69,68,57,34,40,70,48,47,41,47,39,,,,23,34,34,,,,,2,
BDI,Burundi,DTP3,94,95,96,96,99,96,99,92,99,92,87,83,94,95,59,68,63,50,60,55,63,48,63,80,83,86,82,68,68,53,36,26,44,33,36,
CPV,Cabo Verde,DTP3,93,95,93,94,90,99,74,82,81,72,73,75,87,94,78,86,69,80,78,73,73,,99,99,99,88,99,88,92,54,39,,23,,,
KHM,Cambodia,DTP3,98,97,92,95,94,92,94,91,82,80,82,85,69,54,60,59,64,64,70,75,79,53,35,32,39,38,47,45,55,,,,,,,
CMR,Cameroon,DTP3,84,87,89,85,82,84,80,84,82,81,80,73,73,63,43,53,48,48,43,44,46,38,34,37,34,36,18,20,,,50,27,25,,5,
CAN,Canada,DTP3,91,,91,95,87,77,83,80,94,95,,91,91,88,,,,90,86,90,87,93,90,,,,,,85,,,,,,,
CAF,Central African Republic (the),DTP3,47,45,28,59,64,58,76,51,84,88,46,50,28,23,23,29,27,45,53,53,45,40,,31,66,61,43,30,18,19,20,17,16,14,11,13
TCD,Chad,DTP3,92,83,80,72,70,83,75,43,70,77,58,50,47,40,27,28,33,23,24,20,18,18,13,10,18,20,47,12,14,10,,,1,,,
CHL,Chile,DTP3,96,95,91,90,94,92,94,95,96,94,91,93,96,97,97,91,95,90,90,91,94,94,90,90,94,95,95,96,93,90,99,99,89,99,99,93
CHN,China,DTP3,99,99,99,99,99,99,99,97,93,93,87,99,98,98,79,85,85,98,96,95,92,93,95,94,95,97,95,75,62,78,78,63,58,,,
COL,Colombia,DTP3,91,90,91,91,85,88,92,92,93,93,93,89,92,81,80,79,74,73,84,92,94,88,83,78,84,88,78,74,58,48,60,61,42,26,20,16
COM,Comoros (the),DTP3,80,80,83,86,83,74,83,81,75,69,68,76,80,89,70,70,,75,48,60,75,58,70,38,52,94,82,43,71,24,,31,,,,
COG,Congo (the),DTP3,80,90,85,85,90,90,91,89,80,79,65,67,50,41,31,33,29,,23,75,47,,60,65,70,77,66,50,57,68,54,53,50,,42,
COK,Cook Islands,DTP3,99,99,98,98,93,99,82,99,99,99,99,99,96,97,90,92,92,93,93,75,93,86,99,87,87,93,89,94,83,87,78,48,57,,,40
CRI,Costa Rica,DTP3,92,91,95,91,85,91,86,89,89,89,91,90,88,94,91,88,86,85,94,85,85,87,88,90,90,95,86,86,94,89,90,93,86,80,85,86
CIV,Côte d'Ivoire,DTP3,91,87,99,94,62,85,81,74,76,77,56,50,48,73,59,62,58,64,70,55,41,41,50,49,54,,42,25,73,30,25,19,,,,
HRV,Croatia,DTP3,94,95,96,96,96,97,96,96,96,96,96,96,94,95,94,93,93,93,92,91,90,87,85,83,85,,,,,,,,,,,
CUB,Cuba,DTP3,99,99,99,99,99,96,96,99,93,89,99,88,73,99,99,95,94,99,98,90,99,99,99,94,99,92,96,98,87,99,91,86,99,99,68,67
CYP,Cyprus,DTP3,97,99,99,99,99,99,99,97,97,97,98,98,98,98,,97,,,98,98,96,95,,,,,93,90,93,91,,30,34,26,56,34
CZE,Czech Republic (the),DTP3,,97,,99,99,99,99,99,99,98,97,98,97,98,,98,98,98,98,97,96,98,99,99,99,,,,,,,,,,,
PRK,Democratic People's Republic of Korea (the),DTP3,96,93,93,96,94,93,93,92,92,89,79,72,68,64,62,80,87,37,99,99,96,99,90,90,97,98,97,87,86,61,55,67,52,51,52,50
COD,Democratic Republic of the Congo (the),DTP3,94,93,87,89,90,78,92,83,87,77,73,64,49,43,32,40,25,18,18,18,23,29,29,,16,36,38,41,38,39,37,,16,,18,
DNK,Denmark,DTP3,93,94,94,94,91,90,89,,87,93,93,95,96,98,97,97,99,99,92,77,90,89,88,91,90,90,89,87,88,89,90,86,86,87,88,88
DJI,Djibouti,DTP3,84,78,82,81,87,88,89,89,88,72,71,64,68,62,53,46,23,23,62,49,63,57,41,84,81,85,77,65,25,26,30,21,,6,,
DMA,Dominica,DTP3,98,97,97,97,98,98,99,96,96,95,98,99,99,98,99,99,99,99,92,99,99,99,99,99,98,92,92,96,95,93,91,84,93,99,97,63
DOM,Dominican Republic (the),DTP3,85,91,83,85,84,88,82,82,85,89,87,79,79,82,72,78,83,80,83,83,83,83,75,48,47,69,47,42,80,80,41,20,29,28,27,36
ECU,Ecuador,DTP3,78,83,87,99,99,99,99,99,99,98,94,90,89,89,90,88,80,85,76,96,74,80,76,79,69,75,55,54,50,43,41,48,31,35,26,10
EGY,Egypt,DTP3,93,94,97,93,97,97,97,97,98,98,98,97,98,97,99,98,97,95,94,90,88,90,89,89,86,87,90,87,81,80,84,69,,83,82,84
SLV,El Salvador,DTP3,91,94,92,92,89,89,91,98,99,96,89,90,94,81,92,99,94,99,97,96,99,90,79,60,61,80,64,63,53,50,55,31,21,42,42,44
GNQ,Equatorial Guinea,DTP3,17,45,24,41,54,44,74,74,41,34,34,46,41,65,32,32,40,,81,64,64,,60,64,,,14,18,,3,3,,,,,
ERI,Eritrea,DTP3,95,94,94,94,94,85,85,85,80,80,80,80,75,70,65,52,56,60,60,46,35,36,28,,,,,,,,,,,,,
EST,Estonia,DTP3,93,93,94,94,93,94,95,95,95,95,96,94,94,94,94,93,91,88,87,87,82,77,71,70,71,67,,,,88,84,82,82,80,82,84
ETH,Ethiopia,DTP3,96,84,82,83,87,86,79,81,73,72,69,66,52,51,51,42,40,37,41,42,57,37,28,13,21,49,26,16,16,7,6,4,4,3,3,
FJI,Fiji,DTP3,96,98,98,91,84,87,75,99,83,81,75,71,94,92,90,,,86,86,97,97,83,96,,99,82,69,98,90,71,69,77,80,64,70,68
FIN,Finland,DTP3,97,,98,99,99,,99,99,99,97,97,98,98,98,99,99,99,99,99,99,99,99,99,99,95,90,90,99,,,,,94,94,92,
FRA,France,DTP3,,99,99,99,99,99,98,98,98,99,98,98,97,97,97,97,97,96,97,97,96,96,94,94,94,94,95,79,,96,,94,90,,79,
GAB,Gabon,DTP3,80,70,79,82,75,67,76,82,81,44,40,40,40,33,28,10,31,37,54,61,70,59,65,66,72,78,71,65,59,48,48,31,14,48,,
GMB,Gambia (the),DTP3,97,96,98,98,96,95,94,92,90,95,95,90,80,80,96,74,88,97,96,96,96,93,90,85,85,92,87,82,85,73,78,,62,,76,
GEO,Georgia,DTP3,94,91,96,92,94,92,88,92,98,88,82,78,75,85,86,98,98,89,92,92,54,58,54,58,45,69,,,,,,,,,,
DEU,Germany,DTP3,,,96,96,96,96,97,98,97,98,98,97,89,87,84,78,73,62,85,80,80,80,80,80,90,80,94,93,97,95,,,,,,
GHA,Ghana,DTP3,89,98,90,92,91,94,94,93,94,84,84,80,80,99,76,84,72,68,60,51,51,48,48,40,40,50,35,36,18,15,,19,23,22,22,7
GRC,Greece,DTP3,99,99,99,99,99,,99,99,99,,,,,,,,88,,90,90,90,90,89,89,85,54,54,83,82,80,54,60,,,95,72
GRD,Grenada,DTP3,92,97,99,97,95,97,99,99,99,91,99,83,98,98,96,97,88,97,95,80,95,83,89,90,85,80,87,65,80,98,61,76,68,56,43,25
GTM,Guatemala,DTP3,74,73,93,96,88,94,92,95,85,91,92,95,94,94,92,95,88,88,83,73,80,71,75,66,63,66,58,47,16,37,21,48,44,45,42,43
GIN,Guinea,DTP3,60,60,90,99,85,90,85,70,93,89,86,69,69,58,57,57,57,56,53,48,73,73,,52,41,20,17,,,2,,,,,,
GNB,Guinea-Bissau,DTP3,90,83,96,90,89,86,82,79,96,77,80,80,77,50,47,,6,,63,53,45,74,65,67,63,61,60,66,55,29,18,18,9,,,
GUY,Guyana,DTP3,95,98,98,97,93,95,98,93,94,93,93,91,90,91,85,88,83,90,88,83,86,90,93,79,81,82,77,64,67,64,75,70,58,58,41,36
HTI,Haiti,DTP3,72,60,85,85,85,67,68,53,68,79,68,62,50,39,52,59,59,39,35,,34,30,30,30,,41,50,48,28,24,19,14,9,12,14,3
HND,Honduras,DTP3,99,85,87,88,99,99,98,93,94,95,98,94,92,95,96,94,95,97,95,94,94,94,94,93,94,84,85,74,58,62,58,41,52,46,34,28
HUN,Hungary,DTP3,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
ISL,Iceland,DTP3,92,90,91,89,95,96,96,98,97,97,95,99,97,,92,98,,,99,99,99,99,99,99,99,99,99,99,,99,,99,94,98,99,
IND,India,DTP3,87,,83,82,82,79,74,70,64,65,65,63,61,59,59,58,59,90,93,92,91,95,93,90,90,99,99,93,97,85,99,87,78,74,58,53
IDN,Indonesia,DTP3,84,95,86,73,83,83,82,77,88,87,90,76,90,75,76,77,88,92,90,91,92,92,91,93,91,88,75,71,64,47,27,13,6,1,,
IRN,Iran (Islamic Republic of),DTP3,98,99,98,99,99,99,99,99,99,98,95,98,99,99,95,99,99,99,99,99,98,95,99,97,88,91,82,88,57,57,51,33,33,41,29,32
IRQ,Iraq,DTP3,68,74,78,79,89,84,86,80,70,76,84,74,59,74,74,86,90,87,92,94,91,87,88,81,63,83,97,86,74,91,,,16,18,13,13
IRL,Ireland,DTP3,95,96,96,95,95,94,94,93,92,91,90,89,86,83,84,86,86,84,76,,,,,,,65,65,43,,,45,45,42,43,36,34
ISR,Israel,DTP3,,,96,94,94,95,96,94,95,95,93,95,95,97,95,96,96,96,95,94,96,95,96,95,94,93,92,92,92,92,85,87,89,92,91,84
ITA,Italy,DTP3,93,95,96,97,96,96,96,96,97,96,95,94,96,93,93,87,87,86,85,84,84,83,82,80,80,80,,,,,,,,,,
JAM,Jamaica,DTP3,91,92,93,96,92,94,90,87,85,85,88,81,81,87,90,86,84,85,90,92,91,93,91,85,85,86,85,82,81,74,60,58,51,34,39,24
JPN,Japan,DTP3,96,99,99,99,99,99,99,98,98,98,98,99,97,97,95,85,,,70,99,74,,85,87,92,87,87,,,,83,82,80,81,75,60
JOR,Jordan,DTP3,99,98,98,98,98,98,98,97,98,98,95,95,97,95,99,91,85,99,99,99,99,96,94,96,92,92,94,98,90,88,53,44,76,75,81,30
KAZ,Kazakhstan,DTP3,98,95,98,99,99,99,98,99,93,99,98,82,99,95,95,97,98,99,97,95,93,76,76,81,83,80,,,,,,,,,,
KEN,Kenya,DTP3,78,81,84,83,88,83,75,85,81,80,76,73,73,84,80,63,79,64,36,77,84,50,42,40,41,42,41,30,,72,70,,,,,
KIR,Kiribati,DTP3,87,75,95,94,99,91,86,82,94,86,79,62,98,99,85,90,78,88,91,79,60,71,99,86,70,97,79,63,36,,37,18,40,53,29,43
KWT,Kuwait,DTP3,99,95,99,98,99,98,99,99,99,99,99,,99,,,98,94,95,96,99,99,99,97,,,,94,94,92,91,90,89,89,83,79,67
KGZ,Kyrgyzstan,DTP3,97,96,97,96,96,96,95,95,94,92,98,99,98,98,99,99,99,97,98,98,93,82,64,84,82,99,,,,,,,,,,
LAO,Lao People's Democratic Republic (the),DTP3,89,88,87,79,78,74,67,61,50,81,49,45,50,55,40,53,56,55,60,58,54,48,25,23,22,18,21,17,10,5,4,,,,,
LVA,Latvia,DTP3,95,92,94,91,92,92,94,94,94,96,99,99,98,97,97,96,95,94,92,93,98,97,80,87,89,90,88,89,92,90,90,91,89,89,91,
LBN,Lebanon,DTP3,91,97,98,95,95,94,93,93,48,46,47,,92,92,93,90,94,96,92,94,94,,87,89,86,82,78,33,91,30,60,4,,4,,
LSO,Lesotho,DTP3,67,69,66,67,69,75,72,91,91,90,87,71,62,60,72,69,58,64,56,53,52,55,47,66,67,71,78,87,70,68,,,80,,58,
LBR,Liberia,DTP3,65,63,89,93,77,75,92,92,88,88,87,31,38,51,62,48,23,19,26,45,45,,,,,,,,19,15,,,23,,39,
LBY,Libya,DTP3,,97,,98,,,98,98,98,98,98,97,,94,94,,94,95,96,96,95,,,90,,84,87,84,82,82,81,81,79,72,67,60
LTU,Lithuania,DTP3,93,93,93,93,92,95,98,96,95,94,94,94,94,95,95,94,93,93,90,92,97,87,87,86,75,76,80,84,,,,,,,,
LUX,Luxembourg,DTP3,99,99,99,99,99,99,99,99,99,99,99,99,98,99,,,,,98,98,,,,,,90,90,90,95,,,68,75,,,
MDG,Madagascar,DTP3,85,89,90,86,89,85,89,88,95,93,92,75,87,62,37,80,71,54,61,73,74,66,66,65,53,71,51,42,35,30,23,19,23,15,41,48
MWI,Malawi,DTP3,88,91,89,96,97,93,93,91,87,99,93,89,84,64,90,75,85,96,95,90,97,98,91,86,81,80,88,73,53,59,58,54,63,52,64,58
MYS,Malaysia,DTP3,99,97,97,99,95,95,95,96,90,90,95,94,99,96,97,95,93,94,95,94,94,95,91,94,92,90,84,68,69,62,57,54,58,73,66,67
MDV,Maldives,DTP3,99,99,99,99,96,96,98,98,98,98,98,96,98,98,98,98,98,97,97,97,94,96,90,98,98,94,91,86,42,42,28,24,,1,1,
MLI,Mali,DTP3,90,81,76,90,88,92,89,99,91,95,95,86,79,74,61,54,47,56,52,53,49,39,46,38,34,42,26,18,8,3,8,,,,,
MLT,Malta,DTP3,97,99,99,99,96,76,73,72,74,85,92,89,94,95,70,94,,92,,92,92,,83,82,86,63,47,87,,86,37,50,,,,
MHL,Marshall Islands (the),DTP3,85,78,36,80,,94,96,,93,74,77,64,68,80,73,39,66,86,78,78,70,67,56,82,71,92,,92,,,,,,,,
MRT,Mauritania,DTP3,73,84,80,80,75,64,64,74,75,68,71,70,76,83,61,31,26,,28,50,50,50,44,39,29,33,28,24,10,11,,,,,18,
MUS,Mauritius,DTP3,97,97,98,98,98,99,99,99,97,97,97,98,99,,93,88,85,89,90,89,93,89,,88,,85,85,86,84,86,88,85,89,94,82,89
MEX,Mexico,DTP3,87,87,83,99,97,95,95,96,98,98,98,98,98,97,97,97,96,96,95,94,91,91,82,91,88,53,65,60,62,34,40,52,41,40,43,44
FSM,Micronesia (Federated States of),DTP3,72,78,81,81,84,85,91,,79,67,94,78,92,,75,85,76,80,75,,83,81,78,,79,85,95,85,57,,,,,,,
MCO,Monaco,DTP3,,,,,,,,,,,,,,99,,,99,,,,99,99,,98,98,99,99,99,,,,,,,,
MNG,Mongolia,DTP3,99,99,98,99,99,96,95,96,95,99,99,99,98,98,95,95,94,94,92,90,88,78,79,64,81,69,84,70,69,85,83,77,79,79,99,76
MNE,Montenegro,DTP3,89,91,94,94,95,94,92,95,92,90,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,Morocco,DTP3,99,99,99,99,99,99,99,99,95,97,98,97,91,94,96,95,91,93,94,95,90,87,86,87,81,81,80,82,85,54,51,45,41,32,43,
MOZ,Mozambique,DTP3,80,88,78,76,76,74,76,80,75,98,75,65,85,84,80,88,81,77,61,60,57,55,49,50,46,46,47,38,39,32,29,32,38,43,56,
MMR,Myanmar,DTP3,89,88,75,84,86,90,90,85,86,82,73,82,77,77,78,82,73,90,90,88,84,77,90,87,84,69,50,36,28,37,16,12,11,9,5,4
NAM,Namibia,DTP3,92,88,89,84,82,83,83,83,86,74,86,81,92,77,63,79,72,74,66,70,74,79,73,70,87,59,38,,,,,,,,,
NRU,Nauru,DTP3,91,75,,79,99,99,99,99,99,72,80,80,,80,95,44,64,72,50,,56,,,,,74,75,67,55,,67,67,,,,
NPL,Nepal,DTP3,91,92,92,90,92,82,89,82,82,89,75,80,78,72,72,80,76,76,78,75,65,63,68,72,74,80,72,75,46,38,32,27,28,18,16,8
NLD,Netherlands (the),DTP3,95,96,97,97,97,97,97,97,97,96,96,98,98,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,96,96
NZL,New Zealand,DTP3,92,93,92,93,95,93,92,89,88,89,89,,,,90,90,88,81,86,,89,84,,81,81,90,,69,67,70,72,83,73,73,72,76
NIC,Nicaragua,DTP3,99,99,99,99,99,99,98,97,99,88,86,79,86,85,92,93,90,86,94,91,84,74,78,70,75,70,68,47,51,45,39,33,24,27,23,16
NER,Niger (the),DTP3,90,93,92,96,97,92,93,89,78,99,89,62,52,21,31,25,24,25,33,32,42,39,38,37,39,35,13,9,,5,,,,,6,
NGA,Nigeria,DTP3,74,70,65,57,61,74,71,57,69,72,38,38,,,,38,,21,21,26,34,44,29,43,39,56,47,36,21,16,9,5,,,,
NIU,Niue,DTP3,99,,99,99,99,99,99,99,99,99,85,99,,99,99,99,99,99,99,99,99,99,99,,99,,99,99,99,,,43,,,8,7
NOR,Norway,DTP3,95,93,94,95,94,93,94,94,93,94,91,92,92,93,91,90,,,95,97,97,93,94,98,96,86,83,83,80,83,85,90,90,,,
OMN,Oman,DTP3,99,99,98,98,99,99,98,99,99,98,99,99,99,99,99,99,99,99,99,99,99,97,97,99,95,98,98,90,89,82,60,45,31,24,19,18
PAK,Pakistan,DTP3,75,70,66,89,89,88,85,73,83,83,80,65,67,68,76,78,80,79,74,77,58,64,74,78,81,83,73,64,62,56,30,44,15,5,3,2
PLW,Palau,DTP3,90,95,99,89,84,69,49,92,94,98,98,98,,99,,96,96,96,91,98,99,67,89,93,98,99,78,99,81,98,,,,,,
PAN,Panama,DTP3,73,80,80,85,87,94,85,86,85,99,88,99,98,99,99,98,92,98,95,92,86,83,82,76,82,86,70,71,73,71,73,66,85,60,72,70
PNG,Papua New Guinea,DTP3,62,62,68,63,61,70,64,52,60,75,61,62,68,61,55,59,60,60,45,56,62,61,58,58,68,68,53,48,44,44,43,34,27,29,32,32
PRY,Paraguay,DTP3,80,74,73,74,76,76,72,76,78,85,87,88,86,87,89,80,77,81,82,80,80,81,78,87,80,80,61,56,58,53,57,67,44,34,28,17
PER,Peru,DTP3,90,88,88,95,91,93,92,99,99,94,89,91,94,95,90,98,99,98,98,99,95,87,87,83,71,72,58,61,43,50,48,28,23,23,20,16
PHL,Philippines (the),DTP3,60,96,89,88,87,79,87,91,87,88,89,88,84,79,79,79,,87,90,90,83,88,89,92,90,88,86,79,72,53,59,36,55,54,54,47
POL,Poland,DTP3,98,98,99,99,99,99,99,99,99,99,99,99,99,99,98,98,98,98,98,97,96,96,95,95,95,96,96,96,96,95,94,95,95,95,96,96
PRT,Portugal,DTP3,98,98,98,98,97,98,96,97,97,97,93,95,99,94,,96,,97,94,95,93,97,93,94,96,89,88,81,83,81,72,78,79,78,75,73
QAT,Qatar,DTP3,99,89,99,92,93,97,99,,94,96,97,96,92,96,93,80,92,94,92,92,92,91,90,88,86,82,81,69,72,72,71,60,49,37,43,61
KOR,Republic of Korea (the),DTP3,98,99,99,99,99,94,94,94,91,98,96,88,97,97,59,97,,74,80,,99,93,,,,74,89,58,57,76,76,76,69,61,61,70
MDA,Republic of Moldova (the),DTP3,87,90,90,92,93,90,94,90,92,97,98,98,98,97,97,95,97,97,97,97,96,86,70,84,86,,,,,,,,,,,
ROU,Romania,DTP3,89,94,,,,94,,,,97,,,97,,99,99,97,,97,98,98,98,91,98,98,96,96,96,92,89,95,,,,,
RUS,Russian Federation (the),DTP3,97,97,97,97,97,97,98,98,98,98,98,97,96,97,96,96,95,91,88,84,78,88,79,73,69,69,60,50,58,60,,,,,,
RWA,Rwanda,DTP3,99,98,99,99,97,97,97,97,97,99,95,89,96,88,77,90,85,,77,98,90,,83,85,89,57,68,78,79,77,50,,59,,17,
KNA,Saint Kitts and Nevis,DTP3,94,98,97,99,98,96,99,99,99,99,99,96,99,97,99,99,99,98,99,99,99,99,99,99,99,99,99,94,96,99,92,97,90,92,67,56
LCA,Saint Lucia,DTP3,99,99,99,98,99,97,95,96,99,85,95,91,90,88,95,70,89,88,98,88,98,93,97,96,96,89,92,78,85,78,87,83,81,79,64,56
VCT,Saint Vincent and the Grenadines,DTP3,99,98,99,96,96,99,99,99,99,99,99,99,99,99,99,99,95,99,99,99,97,99,99,99,99,98,98,98,97,95,90,86,80,67,32,26
WSM,Samoa,DTP3,94,91,95,92,91,87,72,46,71,56,64,68,,96,93,99,98,99,96,95,94,93,,91,79,90,66,90,93,94,89,96,89,87,66,29
SMR,San Marino,DTP3,76,80,69,96,86,79,92,87,92,95,95,98,96,,,96,99,,,99,99,88,99,99,99,,,,,,,,99,,,
STP,Sao Tome and Principe,DTP3,96,95,97,96,96,98,98,99,97,99,97,99,94,91,92,82,,73,73,68,79,,60,68,87,92,63,77,72,65,48,49,26,,42,
SAU,Saudi Arabia,DTP3,98,98,98,98,98,98,98,98,96,96,96,96,95,95,97,95,93,94,92,93,96,95,94,91,91,92,96,89,89,86,81,76,67,62,53,41
SEN,Senegal,DTP3,89,89,92,83,83,70,86,88,94,89,84,87,73,60,52,52,60,59,59,70,80,57,52,46,51,66,71,59,,,54,,,,,
SRB,Serbia,DTP3,95,93,95,91,94,91,95,95,94,92,98,88,89,95,93,95,92,,94,91,89,85,85,84,79,84,90,91,90,90,89,89,85,,90,
SYC,Seychelles,DTP3,97,99,98,98,99,99,99,99,99,99,99,99,99,99,96,,99,99,98,99,98,96,,96,,99,,97,89,94,86,95,,,13,
SLE,Sierra Leone,DTP3,86,83,92,91,76,76,91,87,79,95,64,61,70,52,38,24,,56,26,65,43,41,63,64,56,83,,22,,,,21,24,10,15,13
SGP,Singapore,DTP3,96,96,97,97,96,97,97,97,96,95,96,95,96,94,96,98,97,97,98,97,98,95,92,89,91,85,90,90,96,91,78,77,84,83,87,84
SVK,Slovakia,DTP3,96,97,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,
SVN,Slovenia,DTP3,95,95,95,96,96,96,96,97,97,97,95,94,95,93,92,91,92,91,94,98,98,98,98,98,98,,,,,,,,,,,
SLB,Solomon Islands,DTP3,87,77,83,90,88,79,81,78,79,91,78,80,73,71,78,,86,69,72,97,69,68,65,,76,77,67,69,66,42,38,45,27,23,35,46
SOM,Somalia,DTP3,44,65,34,61,60,64,51,42,40,26,35,30,40,40,33,33,18,24,19,,,,,,,,18,26,25,17,22,10,5,4,2,9
ZAF,South Africa,DTP3,93,95,91,83,87,91,99,98,97,99,97,71,94,82,81,96,76,76,73,73,72,,81,79,81,74,87,70,72,70,75,75,74,,,
SSD,South Sudan,DTP3,50,58,56,68,46,43,50,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESP,Spain,DTP3,97,97,96,97,97,97,96,97,96,98,96,97,98,98,96,95,95,95,94,90,90,88,87,84,86,86,93,93,77,88,79,95,,,,
LKA,Sri Lanka,DTP3,99,99,99,99,99,99,97,98,98,98,99,97,99,98,99,99,99,94,97,92,93,88,90,88,86,86,87,83,77,75,70,66,64,57,45,46
SDN,Sudan (the),DTP3,93,94,93,92,93,95,91,93,91,85,83,79,74,64,71,65,79,70,78,79,72,69,51,53,63,62,40,40,27,14,8,4,3,2,1,1
SUR,Suriname,DTP3,89,85,87,84,86,96,87,85,84,84,83,85,75,73,68,71,85,90,81,85,84,74,76,74,75,83,72,64,71,80,84,80,85,61,27,25
SWZ,Swaziland,DTP3,90,98,98,95,91,89,72,80,68,68,71,83,95,77,77,98,99,84,82,82,82,96,89,93,79,89,89,89,86,74,61,50,43,,30,
SWE,Sweden,DTP3,98,98,98,98,98,98,98,98,98,98,98,99,99,99,99,99,99,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,99,
