"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,1266,1028,3,153,232,523,543,"v3a08g",282,"LBIR6ADT"
"2",2,2251,1731,3,295,503,757,940,"v3a08g",384,"LBIR6ADT"
"3",3,2358,1984,3,185,360,731,1133,"v3a08g",198,"LBIR6ADT"
