"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,1791,1379,5,255,391,249,746,"v3a08b",353,"GYIR5IDT"
"2",2,1319,785,5,182,502,327,405,"v3a08b",72,"GYIR5IDT"
"3",3,1886,1181,5,191,652,517,881,"v3a08b",160,"GYIR5IDT"
