"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,2383,2299,13,24,68,525,916,"v3a08g",459,"TDIR71DT"
"2",2,2644,2562,3,25,75,614,1032,"v3a08g",526,"TDIR71DT"
"3",3,2857,2763,3,32,83,592,1032,"v3a08g",527,"TDIR71DT"
"4",4,3223,3157,3,19,57,689,1128,"v3a08g",599,"TDIR71DT"
"5",5,2332,2098,3,121,213,627,840,"v3a08g",398,"TDIR71DT"
