"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,2283,1995,3,115,265,572,949,"v3a08g",452,"SLIR61DT"
"2",2,2106,1849,3,123,243,573,843,"v3a08g",345,"SLIR61DT"
"3",3,2168,1892,3,132,261,550,837,"v3a08g",350,"SLIR61DT"
"4",4,2369,1883,3,235,462,611,855,"v3a08g",357,"SLIR61DT"
"5",5,1828,1313,3,223,490,456,576,"v3a08g",207,"SLIR61DT"
