"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,3275,2791,8,161,185,955,1215,"v3a08g",670,"CDIR61DT"
"2",2,5004,4100,8,282,332,1448,1945,"v3a08g",904,"CDIR61DT"
"3",3,4169,3412,8,305,273,1108,1664,"v3a08g",374,"CDIR61DT"
