"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,1768,1595,3,67,117,555,873,"v3a08b",158,"UGIR52DT"
"2",1,4922,4054,3,407,688,1357,2057,"v3a08b",510,"UGIR52DT"
"3",2,1496,1079,3,124,343,208,545,"v3a08b",242,"UGIR52DT"
"4",3,345,198,5,57,120,37,103,"v3a08b",34,"UGIR52DT"
