"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,3524,3036,5,166,417,635,894,"v3a08g",369,"GNIR62DT"
"2",2,5618,5335,13,67,218,1146,2142,"v3a08g",1072,"GNIR62DT"
