"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,3901,3759,2,96,136,389,391,"v3a08g",141,"TJIR61DT"
"2",2,2739,1977,2,515,709,644,667,"v3a08i",165,"TJIR61DT"
"3",3,3016,2068,2,618,885,484,1267,"v3a08i",322,"TJIR61DT"
