"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,3773,3574,3,110,193,699,1602,"v3a08g",539,"MZIR62DT"
"2",1,6774,5893,3,370,859,1335,2653,"v3a08g",754,"MZIR62DT"
"3",2,2943,2016,5,386,914,509,1041,"v3a08b",357,"MZIR62DT"
"4",3,255,142,5,59,111,37,63,"v3a08b",17,"MZIR62DT"
