"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,4521,2324,1,1121,2171,290,1325,"v3a08b",776,"ZWIR71DT"
"2",2,5434,2762,1,1467,2633,455,1571,"v3a08b",889,"ZWIR71DT"
