"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,749,473,8,93,163,189,352,"v3a08b",79,"BOIR51DT"
"2",1,6846,3757,8,1011,1841,1307,2723,"v3a08a",972,"BOIR51DT"
"3",2,6088,3858,8,671,1405,511,2938,"v3a08a",1893,"BOIR51DT"
"4",3,3256,1751,8,498,942,204,1200,"v3a08a",746,"BOIR51DT"
