"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,1131,778,13,108,273,245,324,"v3a08a",61,"ZMIR51DT"
"2",2,1245,910,3,73,255,296,416,"v3a08g",87,"ZMIR51DT"
"3",3,1409,1049,1,89,281,322,498,"v3a08a",110,"ZMIR51DT"
"4",4,1733,1180,1,174,495,297,557,"v3a08a",192,"ZMIR51DT"
"5",5,1628,1089,1,169,490,151,458,"v3a08a",231,"ZMIR51DT"
