"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,1337,1291,3,22,45,284,532,"v3a08g",264,"MZIR62DT"
"2",2,1585,1496,3,44,88,339,587,"v3a08g",277,"MZIR62DT"
"3",3,1756,1621,3,65,126,402,707,"v3a08g",302,"MZIR62DT"
"4",4,1988,1702,3,143,283,482,742,"v3a08g",260,"MZIR62DT"
"5",5,2290,1562,1,329,709,624,771,"v3a08g",145,"MZIR62DT"
