"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,1037,905,3,55,114,299,488,"v3a08g",108,"UGIR60DT"
"2",1,3051,2203,3,422,742,1111,1245,"v3a08p",370,"UGIR60DT"
"3",2,980,555,3,203,359,244,288,"v3a08p",90,"UGIR60DT"
"4",3,284,140,3,31,116,48,58,"v3a08p",15,"UGIR60DT"
