"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,8034,3377,2,1593,3212,720,900,"v3a08o",121,"JOIR6CDT"
"2",2,3318,1361,9,555,1248,298,375,"v3a08o",54,"JOIR6CDT"
