"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,6773,4609,3,912,2070,1232,1820,"v3a08g",565,"SLIR61DT"
"2",2,9885,8296,3,730,1508,2105,3520,"v3a08g",1339,"SLIR61DT"
