"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,3692,2316,2,583,1310,330,455,"v3a08f",159,"EGIR61DT"
"2",2,8547,3554,2,2354,4835,908,1017,"v3a08c",276,"EGIR61DT"
"3",3,8191,2890,2,2842,5184,831,1673,"v3a08o",420,"EGIR61DT"
