"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,155,135,2,12,19,27,34,"v3a08g",9,"TJIR61DT"
"2",1,330,291,2,32,38,59,73,"v3a08g",16,"TJIR61DT"
"3",2,7468,6094,2,929,1286,1182,1821,"v3a08i",437,"TJIR61DT"
"4",3,1703,1284,2,256,387,249,397,"v3a08i",78,"TJIR61DT"
