"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,546,193,6,197,311,98,102,"v3a08i",15,"COIR71DT"
"2",1,5088,1012,6,2117,3796,431,413,"v3a08c",64,"COIR71DT"
"3",2,8986,1781,6,3014,6807,660,545,"v3a08f",83,"COIR71DT"
"4",3,5161,1151,6,1409,3766,282,261,"v3a08c",48,"COIR71DT"
