"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,1317,735,3,248,491,305,364,"v3a08p",117,"UGIR60DT"
"2",2,4035,3068,3,463,840,1397,1715,"v3a08p",451,"UGIR60DT"
