"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,2683,2441,8,75,78,694,1134,"v3a08g",471,"CDIR61DT"
"2",1,5412,4684,8,253,216,1591,2241,"v3a08g",941,"CDIR61DT"
"3",2,4153,3074,8,378,456,1190,1412,"v3a08g",528,"CDIR61DT"
"4",3,200,104,8,42,40,36,37,"v3a08f",10,"CDIR61DT"
