"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,1159,715,1,125,363,276,270,"v3a08g",99,"ZMIR51DT"
"2",2,1868,1054,1,251,689,490,435,"v3a08g",141,"ZMIR51DT"
"3",3,1289,797,1,105,377,409,494,"v3a08d",94,"ZMIR51DT"
