"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,2716,1687,8,488,257,590,691,"v3a08g",248,"CGIR60DT"
"2",2,1804,1020,8,341,287,352,386,"v3a08g",121,"CGIR60DT"
"3",3,826,430,8,162,176,136,162,"v3a08f",38,"CGIR60DT"
"4",4,770,383,8,149,190,144,147,"v3a08g",37,"CGIR60DT"
"5",5,634,326,5,115,178,99,102,"v3a08f",23,"CGIR60DT"
