"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,5848,2277,1,2238,3125,673,842,"v3a08b",204,"MAIR43DT"
"2",1,1452,539,1,642,817,145,166,"v3a08b",55,"MAIR43DT"
"3",2,1242,380,1,550,734,99,108,"v3a08b",48,"MAIR43DT"
"4",3,309,102,1,95,148,21,22,"v3a08b",8,"MAIR43DT"
