"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,2447,1685,3,502,754,433,616,"v3a08g",157,"ETIR70DT"
"2",2,4090,2724,3,761,1331,734,1049,"v3a08g",271,"ETIR70DT"
"3",3,3287,2435,3,486,815,659,1114,"v3a08h",288,"ETIR70DT"
