"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,3251,1324,1,786,1713,301,552,"v3a08d",158,"BDIR72DT"
"2",2,3360,1352,1,882,1775,321,616,"v3a08d",195,"BDIR72DT"
"3",3,3621,1505,1,972,1857,388,678,"v3a08d",219,"BDIR72DT"
"4",4,3769,1615,1,986,1897,416,715,"v3a08d",193,"BDIR72DT"
"5",5,3862,1595,1,878,1892,394,651,"v3a08c",184,"BDIR72DT"
