"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,5693,4424,3,814,1253,1117,1836,"v3a08h",399,"ETIR70DT"
"2",1,2700,1664,3,647,1019,521,723,"v3a08g",144,"ETIR70DT"
"3",2,880,489,3,195,373,133,160,"v3a08g",36,"ETIR70DT"
"4",3,551,267,3,93,255,55,60,"v3a08h",15,"ETIR70DT"
