"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,12195,11948,3,95,222,2225,3995,"v3a08g",1807,"TDIR71DT"
"2",1,3311,3094,3,66,197,644,1166,"v3a08g",524,"TDIR71DT"
"3",2,2080,1868,3,84,188,339,625,"v3a08g",244,"TDIR71DT"
"4",3,133,103,5,12,26,21,31,"v3a08b",8,"TDIR71DT"
