"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,3984,3246,5,298,546,809,1069,"v3a08b",251,"CIIR62DT"
"2",2,3340,2627,1,266,521,812,1074,"v3a08g",308,"CIIR62DT"
"3",3,2736,2297,1,158,294,607,1053,"v3a08p",185,"CIIR62DT"
