"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,9140,7740,3,655,1305,2111,3421,"v3a08g",1301,"SLIR61DT"
"2",1,2278,1839,3,193,420,431,672,"v3a08g",255,"SLIR61DT"
"3",2,4762,3081,3,713,1631,740,1166,"v3a08b",400,"SLIR61DT"
"4",3,478,245,3,81,222,55,81,"v3a08b",22,"SLIR61DT"
