"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,1880,1603,3,162,273,696,947,"v3a08g",350,"LBIR6ADT"
"2",2,1552,1266,3,158,280,535,691,"v3a08g",222,"LBIR6ADT"
"3",3,1230,956,3,149,265,411,533,"v3a08g",170,"LBIR6ADT"
"4",4,720,537,3,112,176,226,273,"v3a08g",87,"LBIR6ADT"
"5",5,493,381,3,52,101,143,172,"v3a08g",35,"LBIR6ADT"
