"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,2880,2520,8,141,117,813,1101,"v3a08n",210,"BJIR51DT"
"2",2,5991,4980,8,413,344,1600,2289,"v3a08g",405,"BJIR51DT"
"3",3,4615,3800,8,329,338,1686,2114,"v3a08c",350,"BJIR51DT"
