"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,5533,4724,5,377,799,919,1964,"v3a08g",600,"MZIR62DT"
"2",2,4315,3492,1,318,808,862,1530,"v3a08g",556,"MZIR62DT"
"3",3,3897,3409,3,196,470,799,1865,"v3a08b",319,"MZIR62DT"
