"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,2977,2496,3,370,453,924,1511,"v3a08i",835,"TLIR61DT"
"2",1,2088,1544,3,441,533,642,866,"v3a08i",471,"TLIR61DT"
"3",2,2655,1972,3,455,647,814,1025,"v3a08i",519,"TLIR61DT"
"4",3,157,108,3,22,44,41,53,"v3a08i",26,"TLIR61DT"
