"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,3715,1452,1,787,1912,362,922,"v3a08d",411,"BDIR72DT"
"2",1,4915,1808,1,1295,2739,499,944,"v3a08d",315,"BDIR72DT"
"3",2,6527,2492,1,2013,3578,781,1105,"v3a08c",314,"BDIR72DT"
"4",3,1673,606,1,409,905,178,241,"v3a08c",73,"BDIR72DT"
