"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,4183,3714,3,223,408,439,774,"v3a08c",119,"KEIR70DT"
"2",1,15613,8737,3,3491,6404,966,2416,"v3a08b",661,"KEIR70DT"
"3",2,8595,5187,3,1469,3089,306,1459,"v3a08b",594,"KEIR70DT"
"4",3,2688,1409,3,333,1124,101,360,"v3a08a",132,"KEIR70DT"
