"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,2749,1358,6,488,1021,424,826,"v3a08c",190,"GUIR71DT"
"2",1,7815,3259,6,1635,3665,1113,1719,"v3a08b",422,"GUIR71DT"
"3",2,3686,1182,6,761,2065,376,513,"v3a08b",152,"GUIR71DT"
"4",3,746,196,6,193,449,34,55,"v3a08b",16,"GUIR71DT"
