"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,2779,2535,3,125,222,728,1006,"v3a08g",501,"TDIR71DT"
"2",2,10660,10344,3,93,274,2319,3942,"v3a08g",2008,"TDIR71DT"
