"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,2476,1732,3,208,545,818,643,"v3a08w",365,"NPIR7HDT"
"2",2,3654,1747,3,424,1553,984,772,"v3a08w",440,"NPIR7HDT"
"3",3,3774,1215,6,949,2161,575,669,"v3a08w",189,"NPIR7HDT"
