"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,4861,2389,2,1046,2417,507,876,"v3a08c",179,"EGIR61DT"
"2",1,2179,1058,2,531,1097,222,358,"v3a08o",78,"EGIR61DT"
"3",2,11530,5238,2,3161,6117,1094,1515,"v3a08c",357,"EGIR61DT"
"4",3,3192,1407,2,1041,1698,246,396,"v3a08o",88,"EGIR61DT"
