"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,4478,3112,9,770,454,617,1036,"v3a08a",218,"AZIR52DT"
"2",2,3966,2688,9,957,272,623,828,"v3a08d",131,"AZIR52DT"
