"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,2016,833,1,743,1046,234,281,"v3a08b",67,"MAIR43DT"
"2",2,1987,776,1,819,1094,224,292,"v3a08b",70,"MAIR43DT"
"3",3,1751,665,1,734,963,200,230,"v3a08b",69,"MAIR43DT"
"4",4,1476,540,1,602,804,152,174,"v3a08b",56,"MAIR43DT"
"5",5,1621,484,1,627,917,128,161,"v3a08b",53,"MAIR43DT"
