"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,208,86,6,84,119,33,38,"v3a08p",13,"DRIR61DT"
"2",1,2025,508,6,1057,1484,204,173,"v3a08p",42,"DRIR61DT"
"3",2,1784,474,6,638,1248,226,162,"v3a08p",42,"DRIR61DT"
"4",3,1202,361,6,437,783,123,101,"v3a08c",26,"DRIR61DT"
