"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,828,575,9,169,77,154,116,"v3a08g",27,"AZIR52DT"
"2",2,1620,637,9,630,298,316,286,"v3a08c",54,"AZIR52DT"
"3",3,2812,1409,9,928,346,769,1000,"v3a08d",260,"AZIR52DT"
