"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",1,3162,2356,1,346,786,828,1098,"v3a08g",278,"MZIR62DT"
"2",2,5794,5316,3,222,465,1303,2241,"v3a08g",970,"MZIR62DT"
