"","id","n","not_using_contraception","most_popular_method","most_popular_method_n","using_modern_method","with_unmet_needs","n_reasons","most_popular_reason","most_popular_reason_n","source"
"1",0,24488,19823,1,1401,4173,6257,4662,"v3a08h",1050,"AFIR70DT"
"2",1,1928,1434,1,128,409,480,407,"v3a08p",78,"AFIR70DT"
"3",2,1761,1317,5,109,366,479,381,"v3a08p",82,"AFIR70DT"
"4",3,484,344,5,43,113,123,105,"v3a08h",21,"AFIR70DT"
